TITLE	URL	URL_WIKIPEDIA	URL_VIKIDIA
Blaise Cendrars	/wiki/Blaise_Cendrars	https://fr.wikipedia.org/wiki/Blaise_Cendrars	https://fr.vikidia.org/wiki/Blaise_Cendrars
Blaise Compaoré	/wiki/Blaise_Compaor%C3%A9	https://fr.wikipedia.org/wiki/Blaise_Compaor%C3%A9	https://fr.vikidia.org/wiki/Blaise_Compaor%C3%A9
Blaise Matuidi	/wiki/Blaise_Matuidi	https://fr.wikipedia.org/wiki/Blaise_Matuidi	https://fr.vikidia.org/wiki/Blaise_Matuidi
Blaise Pascal	/wiki/Blaise_Pascal	https://fr.wikipedia.org/wiki/Blaise_Pascal	https://fr.vikidia.org/wiki/Blaise_Pascal
Blake Griffin	/wiki/Blake_Griffin	https://fr.wikipedia.org/wiki/Blake_Griffin	https://fr.vikidia.org/wiki/Blake_Griffin
Blake et Mortimer	/wiki/Blake_et_Mortimer	https://fr.wikipedia.org/wiki/Blake_et_Mortimer	https://fr.vikidia.org/wiki/Blake_et_Mortimer
Blanc	/wiki/Blanc	https://fr.wikipedia.org/wiki/Blanc	https://fr.vikidia.org/wiki/Blanc
Blanc (homonymie)	/wiki/Blanc_(homonymie)	https://fr.wikipedia.org/wiki/Blanc_(homonymie)	https://fr.vikidia.org/wiki/Blanc_(homonymie)
Blanc (humain)	/wiki/Blanc_(humain)	https://fr.wikipedia.org/wiki/Blanc_(humain)	https://fr.vikidia.org/wiki/Blanc_(humain)
Blanc bleu belge	/wiki/Blanc_bleu_belge	https://fr.wikipedia.org/wiki/Blanc_bleu_belge	https://fr.vikidia.org/wiki/Blanc_bleu_belge
Blanche-Neige	/wiki/Blanche-Neige	https://fr.wikipedia.org/wiki/Blanche-Neige	https://fr.vikidia.org/wiki/Blanche-Neige
Blanche-Neige et Rose-Rouge	/wiki/Blanche-Neige_et_Rose-Rouge	https://fr.wikipedia.org/wiki/Blanche-Neige_et_Rose-Rouge	https://fr.vikidia.org/wiki/Blanche-Neige_et_Rose-Rouge
Blanche-Neige et les Sept Nains	/wiki/Blanche-Neige_et_les_Sept_Nains	https://fr.wikipedia.org/wiki/Blanche-Neige_et_les_Sept_Nains	https://fr.vikidia.org/wiki/Blanche-Neige_et_les_Sept_Nains
Blanche de Beaumont	/wiki/Blanche_de_Beaumont	https://fr.wikipedia.org/wiki/Blanche_de_Beaumont	https://fr.vikidia.org/wiki/Blanche_de_Beaumont
Blanche de Bourgogne	/wiki/Blanche_de_Bourgogne	https://fr.wikipedia.org/wiki/Blanche_de_Bourgogne	https://fr.vikidia.org/wiki/Blanche_de_Bourgogne
